43152	50022703	50003881	30652	1749
133107	11	110502	26683	189.98
138801	50010788	50010815	20067	538.5
140174	50010788	50010815	20112	814
237779	1801	50011980	20000	39
241352	1801	50011993	20096	990
280943	50010788	50010796	20074	19.9
287275	50010788	50010805	20060	198
304312	1801	50011980	20105	268
3024515	50002768	350213	30822	137.9
4919067	50010788	50010803	59737	15.48
4925769	11	110201	11656	520
4981006	14	1402	10752	499
5746873	11	50002415	37975	32.45
6553783	1801	50011980	20076	34.9
7398834	124044001	50008351	11119	604
13245438	50012100	50008557	93105	164.05
13390931	11	110520	4535518	14
13787223	50008090	50003311	42886	81
15129774	50012100	50008557	136836	125
27497849	122952001	50002264	3483726	329
30229104	50012100	50008552	41408	91
34246202	1201	1201	81156	210
43051014	50012100	50008542	10858	45.9
51948590	50018004	211708	21459	59.45
63285206	50012082	50012960	3458260	198
66298440	11	110210	52916786	58
67658504	50013864	50013865	3361134	880
70484300	50008090	50003311	42889	23.45
71481899	1801	50011999	48829	112
73957139	50022703	50013497	30840	1398
75259758	201162107	50016326	3227311	710
77318480	50018004	211708	10446017	34
81253642	50011972	50003318	27239	650
83540000	50016422	50009828	6742212	61
91111720	1512	1512	10955	199
95916760	50010728	50016739	131005	59
97345702	50025705	213202	27148	180
98299236	25	50013158	3370294	65
98405363	25	50013158	3465718	15
102497942	34	50000201	0	11.5
106470211	50025705	50012478	53649	156
118369049	50017300	50017316	27207	18500
122401868	122852001	213002	71930931	298
124317868	50011699	50011739	20592	33
124609898	50012082	50013009	6576085	469.875
125220104	122852001	50003494	9879772	35
125753773	50018264	50019362	3808524	30
125793637	1801	50011979	3288814	124.005
126874455	27	50020059	42640	1356.5
127027440	27	50020058	42637	1670
127298791	50020485	50021466	105416	29
127448453	122852001	50003494	9879772	43
127754604	50012082	350507	31350	619
127781670	50020808	50021878	15826200	52
128117197	50020485	50021399	77886238	92.08
128373968	16	50010850	36725929	179
128436950	122952001	50006894	45620	39
128932429	50008090	50005723	93841993	25
129543559	50016348	50008626	3367204	12
130063178	50013886	50019578	3378562	160
130185440	50020485	50021424	105416	78
130259403	122952001	50002267	42597845	179
130295515	50020808	50020835	3598482	985
130695058	29	50023143	6678316	99
130746167	50018004	50012717	105801	3200
130782691	50016349	50006770	78954865	16
130921035	16	50010850	36725929	249
130948604	50010728	50017976	107977293	39.8
131090274	201162107	50023093	123502	39.6
131376491	50013886	50019526	4065857	298
132100284	50012082	50018103	8108829	1733.2
132337086	1625	50008882	3322318	19
133026162	50012082	50013010	31696	204
133543155	122950001	50009221	114769391	125
134707090	27	50020959	114521404	138
135738232	122952001	50006900	93975451	73.5
136246367	122852001	213002	84325244	108
136409059	122852001	50000563	61534167	32
136975379	50018004	50005738	101381	321
136991537	50010788	50013794	104506277	135
137273138	50011972	1205	101072	78
137579251	50020579	50021022	41277	41.1
137588713	50025705	213203	94520	15.7
137684262	122928002	50005058	28510967	79
137751836	1625	50008881	44201261	238
138490518	122952001	50006900	9430899	158
138506816	50018004	50012717	29505	211
139142743	50013864	50013865	112304738	240
140365957	50016422	50016847	7879469	104.4
140424642	25	50000802	3465718	49
140512874	14	140116	29822	5028.780000000001
140551977	50018004	50024657	3446828	8.4
140627747	50018004	50024657	3446828	65
140783273	50018004	50024657	105798	68
140992858	50050359	50024607	33483	198
141009470	34	50011257	0	47.75
141262465	50020485	50006188	84583975	275
141530979	50010788	50010797	60078749	69
141926647	122952001	50006889	45496	198
142384396	126700003	50019938	10246	436
142589425	29	50023066	98907984	234
142751246	1625	50008881	29974	149
143042503	27	50020959	95273365	446
143701585	122952001	50002264	105966703	238
144153739	50008165	50010537	14846873	178
144851209	50007218	50008334	105625	527.5
144935667	50018004	50024657	4533680	10.1
145064270	50018004	50005090	7510468	15
145134297	50016422	50016845	3855740	50
145183800	1801	50011990	20066	12
200063037	201162107	50010627	46748	55
200348848	1625	50008881	37989265	1148
200484710	50008164	50015929	145545247	3600
200849702	50012029	50012031	20579	149.5
200928293	50020579	50021112	43967681	1798
201144224	1801	50011980	20013	280
201374423	50020332	50013681	4548001	60
201771595	26	50018706	5535533	150
202101852	122852001	50003494	123157715	658
202168328	1801	50011982	3286475	239
202427301	1625	50010394	4538776	95
202579277	122950001	50005250	49259716	5
202586058	50050359	50016818	7444256	2
202959724	50025705	213205	132681745	78
203585729	25	50008838	3693169	1086
203925380	50020485	50006950	21685663	1960
203956157	50010788	50010796	307194877	90.8
204201751	1801	50011991	291382103	155
204235606	50010788	50010815	27143	398
204626818	50020808	50020895	62383213	47
204688967	1801	50011980	3313328	11.5
204879201	50016422	50012384	7723151	13.8
204907933	50010728	50017078	21209	1580
205007700	50010788	50010815	11542780	153
205517212	122952001	50002798	152860129	13
205600736	27	50020025	42637	1275
206100185	50020808	50011738	7215872	28.8
206270056	50013886	50014134	21048629	260
206717881	50010728	50016609	56422710	608
206996637	27	50013349	124805133	34
207021288	201162107	50012888	3223459	157
208679624	50020808	50020835	66798924	107
208683891	1625	50008882	3227274	43.4
209353781	122928002	50005058	3750107	119
209808347	122852001	50000563	3393994	118
209936575	1625	50012778	48512219	338
210050347	11	110201	11656	499.5
210080756	25	50024133	4533989	299
210087683	50022517	50016688	24588998	100
210156152	122852001	50000563	6324287	43.3
210264202	11	110215	3536963	300
210571191	50013886	50014085	4035728	65
210612339	1625	50012777	629830783	56
210654073	50012029	50012043	20579	349
210710685	50013864	50013868	4080522	88
210958750	122852001	50003494	20167836	3176
211590801	21	50012518	27961	74.5
211664836	122950001	50009221	41005467	168
211665347	50013864	50014238	183974658	60
211903129	50006842	50012010	3430168	78
211968628	50023282	50023293	20062	39
212086046	50018004	50012717	31178404	118
212287154	122852001	50003494	29938925	33
212297378	50022517	50006014	20448	82
212537871	50016422	50050385	17904049	108
212735002	34	50003679	0	22.95
212831867	50023282	50023326	32638	65
213069916	50016349	50005480	3281387	284
213124767	122928002	50025918	22638150	106
213296285	11	110211	33668323	124.15
213378673	35	211104	20314	162
213410589	1625	50008882	96348527	116
213529923	50020808	50020835	197418006	130
213725709	201162107	50018714	3862905	98
213753280	29	50023144	6541389	40.4
213938725	50010788	50010794	16396459	69
214233984	14	50003773	21465	2019
214363604	50020485	50022506	18127771	2.5
214413335	122928002	50003460	6097318	9.9
214461287	50008163	50001865	32408765	128
214557896	50025705	50012481	3614814	209.6
214868119	50008164	50020635	96226055	2820
215823902	50016349	50006859	3413890	19.15
216092391	50006843	50012027	29462	299
216154385	50013864	50013868	3361134	680
216550129	25	50023771	7721856	110.2
216593434	16	1623	98883473	89
216605042	50022517	50016686	31674	328
216737513	122928002	50003460	20660185	68.84
216811244	122928002	50003460	3472186	8
216902219	50022517	50015896	3715397	15.5
217338484	33	50004892	0	59
217385090	29	50015288	101362540	81
217611917	29	125226020	188380709	19.8
217614798	50010728	50012939	3528143	130
217627454	27	50002411	6068263	3419
217658833	50012029	50012043	20592	299
217684482	50020808	50000561	71543097	33
218159887	50002768	50018404	3366392	998
218211547	50020332	50020374	236042282	46.3
218263597	50020485	50021424	45532929	20
218481969	50020332	50021335	1602343951	28
218559403	50025705	50022686	119959532	10
218630983	50018004	50024657	11730861	38
219452494	126762001	350202	96926911	1390
219469263	50013864	50013875	57964766	59.8
219473911	11	110201	11656	742
219523086	50010788	50010798	246954907	29
219536274	50020485	50021186	18425354	9.9
219880532	50014812	50009522	191392537	88
220298303	28	50009248	5736029	15
220632682	124458005	124638001	102557738	758
220742708	50002766	50013099	134209269	71.9
220755421	11	110206	11656	458
220835912	30	50000436	228890561	376
220913620	50020485	50013374	102647861	35
221151694	50026316	50596014	3428996	169
221231842	122952001	50002797	3691001	316
221344114	33	50004889	0	56
221356425	50074001	50012652	6254284	69
221389735	27	50013354	3569479	281
221507316	29	50015328	137239813	49
221818570	122852001	50002790	4241328	240
222027755	50002766	50016429	3231760	23.9
222299545	33	50004889	0	46.5
222385397	34	50005272	0	28
222418810	21	50012520	4540430	15
222432606	50020611	50015454	4533981	499
222617815	1801	50011980	20070	15
222635715	50018004	50012730	15564699	5
222644454	29	50023146	15810558	50
222797016	50020808	50001290	61519508	25
223180233	50026316	50010422	20316	46
223874878	33	50004689	0	26.3
223879610	50020485	50013680	230128184	6.5
224105889	33	50004752	0	22.3
224157987	33	50522009	0	43.2
224165889	33	50004706	0	57.45
224177725	33	50492004	0	19.8
224422203	124458005	50008612	92941249	17.8
224613667	50007216	50005904	3275310	45
224656158	33	50050324	0	30
224676201	33	50005701	0	21.28
224718142	33	50050323	0	25.005000000000003
224752132	33	50510005	0	14.6
224760558	33	50050324	0	20.5
224791805	33	50050324	0	26.095
224817566	33	50004676	0	20.9
224819601	33	50004676	0	21.5
224833967	33	50050324	0	48.1
224875215	33	50050323	0	15.4
224898916	33	50004892	0	342
224999267	33	50002834	0	30.1
225108066	33	50004892	0	288
225218441	50008164	211509	92766665	2638
225322827	50020579	50008403	3739184	238
225347372	50002766	50012996	6885945	75
225434639	33	50004892	0	136.8
225643871	33	50002834	0	29.8
225718929	30	50005867	64585214	55
225868061	50013886	50014097	1099368175	19.9
225896580	50002766	50008062	21912640	132
226091680	30	3035	16208255	128
226269188	33	50004892	0	55
226289979	50014812	50008704	214264461	168
226449523	50018264	110808	6525354	644.5
226589445	50020485	50006950	3639536	40
226693184	50002766	50008618	3231204	65
226768174	50026316	50009859	3234532	49
226990772	33	50002833	0	5
227168381	50010788	50010797	3218590	25
227381070	50012082	50012960	31358	82
227643348	33	50498007	0	42
227692344	33	50522004	0	27.4
227716566	33	50004862	0	100
227746259	33	50004779	0	43
227758558	33	50504007	0	67.5
227828192	33	50003148	0	28.4
227845786	33	50514005	0	25
227855939	33	50003152	0	76.4
227857955	33	50000065	0	75
227876765	33	333112	0	17.2
227920654	33	50004775	0	59
227974734	33	50004791	0	15.8
