1732029186	1175762408	clk	20190620
1732029186	319336376	clk	20190619
1732029186	1162343852	clk	20190611
1732029186	1197151915	clk	20190619
1732029186	1145629824	clk	20190619
1732029186	1188080625	clk	20190617
1732029186	1162473275	clk	20190619
1732029186	1162421364	clk	20190611
1732029186	1128523790	clk	20190619
1732029186	1178406787	clk	20190620
1732029186	1148487114	clk	20190618
1732029186	1153048507	clk	20190619
1732029186	1189474838	clk	20190619
1732029186	963666018	clk	20190610
1732029186	1181680099	clk	20190620
1732029186	963666018	clk	20190619
1732029186	837164473	clk	20190619
1732029186	1178392532	clk	20190619
1732029186	1159150052	clk	20190612
1732029186	963666018	clk	20190616
1732029186	721132531	clk	20190620
1732029186	971574683	clk	20190619
1732029186	970968046	clk	20190619
1732029186	1161262884	clk	20190619
1732029186	1163949434	clk	20190619
1732029186	1161262884	clk	20190610
1732029186	1172763475	clk	20190616
1732029186	1184437866	clk	20190619
1732029186	1172389908	clk	20190616
1732029186	1162847627	clk	20190619
1732029186	1212883822	clk	20190619
1732029186	1170660747	clk	20190619
1732029186	1037175701	clk	20190619
1732029186	1142704164	clk	20190619
1732029186	1170660747	clk	20190620
1732029186	345919126	clk	20190616
1732029186	1142704164	clk	20190620
1732029186	1142704164	clk	20190612
1732029186	1142704164	clk	20190617
1732029186	1133631759	cart	20190618
1732029186	871302077	clk	20190610
1732029186	1143733301	clk	20190620
1732029186	1133631759	clk	20190618
1732029186	1078528378	clk	20190619
1732029186	1138126581	clk	20190619
1732029186	1204323921	clk	20190616
1732029186	1132378710	clk	20190612
1732029186	235288280	buy	20190610
1732029186	235288280	clk	20190610
1732029186	1010521601	clk	20190617
1732029186	1240368118	clk	20190619
1732029186	1136082917	clk	20190620
1732029186	980262692	clk	20190620
1732029186	1247535478	clk	20190620
1732029186	1109446361	clk	20190619
1732029186	1223662925	clk	20190617
1732029186	932121813	clk	20190617
1732029186	932121813	clk	20190619
1732029186	918505581	clk	20190610
1732029186	1210288155	clk	20190619
1732029186	1205130741	clk	20190620
1732029186	932355271	clk	20190620
1732029186	973090879	clk	20190619
1732029186	1210519263	clk	20190619
1732029186	324370343	clk	20190619
1732029186	1192630330	clk	20190617
1732029186	1187549107	clk	20190620
1732029186	1221410292	clk	20190619
1732029186	1219717882	clk	20190619
1732029186	1204299064	clk	20190619
1732029186	1160217456	clk	20190611
1732029186	1178870367	clk	20190619
1732029186	1202892159	clk	20190619
1732029186	958053421	clk	20190619
1732029186	1219418166	clk	20190619
1732029186	1150145464	clk	20190620
1732029186	1172441929	clk	20190620
1732029186	1170376812	clk	20190617
1732029186	1148281608	clk	20190616
1732029186	1148281608	clk	20190620
1732029186	1148281608	clk	20190617
1732029186	1148281608	clk	20190619
1732029186	1148281608	buy	20190617
1732029186	1192514119	clk	20190619
1732029186	1148281608	clk	20190611
1732029186	1169670542	clk	20190619
1732029186	1075100481	clk	20190619
1732029186	1202063620	cart	20190617
1732029186	1202063620	clk	20190617
1732029186	1189885199	clk	20190612
1732029186	1172438401	clk	20190617
1732029186	1159918158	clk	20190619
1732029186	251131147	clk	20190611
1732029186	1221835339	clk	20190620
1732029186	950043222	clk	20190619
1732029186	1175421412	clk	20190620
1732029186	1147973811	clk	20190616
1732029186	1187559847	clk	20190619
